col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,class_label
0.07204861110798401,0.014756944443803953,0.004340277777589398,0.019097222221393352,0.02170138888794699,0.009548611110696676,0.02213541666570593,0.005208333333107278,0.014322916666045014,0.02430555555450063,0.032986111109679424,0.02256944444346487,0.02170138888794699,0.02213541666570593,0.028211805554331087,0.014756944443803953,0.005208333333107278,0.012586805555009253,0.013020833332768194,0.03211805555416154,0.011284722221732435,0.004774305555348338,0.01779513888811653,0.008246527777419856,0.014756944443803953,0.05989583333073369,0.009548611110696676,0.006510416666384097,0.002604166666553639,0.004774305555348338,0.014322916666045014,0.015624999999321832,0.01822916666587547,0.008246527777419856,0.003906249999830458,0.006510416666384097,0.006944444444143037,0.02387152777674169,0.034722222220715186,0.0073784722219019765,0.0056423611108662175,0.0004340277777589398,0.016927083332598652,0.04427083333141186,0.013020833332768194,0.004774305555348338,0.006510416666384097,0.025173611110018507,0.010416666666214556,0.0034722222220715184,0.0008680555555178796,0.009982638888455615,0.002170138888794699,0.006076388888625157,0.002170138888794699,0.0008680555555178796,0.008680555555178797,0.058593749997456875,0.0872395833295469,anger
0.07074652777470719,0.02387152777674169,0.006510416666384097,0.01866319444363441,0.01953124999915229,0.01605902777708077,0.02387152777674169,0.005208333333107278,0.006944444444143037,0.028645833332090028,0.026041666665536388,0.014756944443803953,0.01996527777691123,0.027343749998813206,0.031684027776402605,0.01605902777708077,0.003906249999830458,0.011718749999491374,0.015190972221562894,0.016927083332598652,0.009114583332937735,0.004774305555348338,0.02083333333242911,0.007812499999660916,0.02256944444346487,0.033854166665197305,0.004774305555348338,0.006076388888625157,0.0004340277777589398,0.002604166666553639,0.009982638888455615,0.01953124999915229,0.026909722221054266,0.009982638888455615,0.003906249999830458,0.006076388888625157,0.006944444444143037,0.019097222221393352,0.05772569444193899,0.008680555555178797,0.008680555555178797,0.0004340277777589398,0.017361111110357593,0.02647569444329533,0.010850694443973494,0.0017361111110357592,0.0073784722219019765,0.04557291666468868,0.008246527777419856,0.002604166666553639,0.002604166666553639,0.011718749999491374,0.002170138888794699,0.005208333333107278,0.003906249999830458,0.0008680555555178796,0.007812499999660916,0.058593749997456875,0.09244791666265417,anger
0.06467013888608203,0.01605902777708077,0.009548611110696676,0.015190972221562894,0.02170138888794699,0.010850694443973494,0.02170138888794699,0.006510416666384097,0.013020833332768194,0.02473958333225957,0.033854166665197305,0.01866319444363441,0.02170138888794699,0.02039930555467017,0.030381944443125787,0.014322916666045014,0.004774305555348338,0.012586805555009253,0.015624999999321832,0.029079861109848965,0.009548611110696676,0.004340277777589398,0.01866319444363441,0.013020833332768194,0.015624999999321832,0.0655381944415999,0.012586805555009253,0.0034722222220715184,0.0017361111110357592,0.005208333333107278,0.009982638888455615,0.01779513888811653,0.02039930555467017,0.010850694443973494,0.0030381944443125786,0.006076388888625157,0.009548611110696676,0.02213541666570593,0.03515624999847412,0.006076388888625157,0.003906249999830458,0.0008680555555178796,0.01779513888811653,0.04513888888692974,0.012152777777250314,0.0034722222220715184,0.009114583332937735,0.026041666665536388,0.009114583332937735,0.002604166666553639,0.0013020833332768194,0.009982638888455615,0.0030381944443125786,0.007812499999660916,0.0017361111110357592,0.0017361111110357592,0.008680555555178797,0.057291666664180056,0.08203124999643963,anger
0.06814236110815355,0.02473958333225957,0.005208333333107278,0.01779513888811653,0.01953124999915229,0.008680555555178797,0.017361111110357593,0.006076388888625157,0.010416666666214556,0.026041666665536388,0.05381944444210853,0.01779513888811653,0.011718749999491374,0.029079861109848965,0.036024305553992005,0.01996527777691123,0.0034722222220715184,0.017361111110357593,0.026041666665536388,0.04123263888709928,0.012586805555009253,0.004340277777589398,0.016493055554839712,0.010416666666214556,0.01953124999915229,0.03862847222054564,0.014756944443803953,0.004774305555348338,0.0030381944443125786,0.004774305555348338,0.012586805555009253,0.013888888888286073,0.01822916666587547,0.014322916666045014,0.0034722222220715184,0.006944444444143037,0.011284722221732435,0.02126736111018805,0.0425347222203761,0.0073784722219019765,0.0056423611108662175,0.0008680555555178796,0.012586805555009253,0.027343749998813206,0.009982638888455615,0.004774305555348338,0.011284722221732435,0.03342013888743836,0.009548611110696676,0.004340277777589398,0.0008680555555178796,0.012152777777250314,0.0017361111110357592,0.0030381944443125786,0.0034722222220715184,0.0,0.010850694443973494,0.02473958333225957,0.08159722221868068,anger
0.0655381944415999,0.023437499998982748,0.007812499999660916,0.01866319444363441,0.02256944444346487,0.009548611110696676,0.013454861110527133,0.005208333333107278,0.013888888888286073,0.02387152777674169,0.052083333331072776,0.01822916666587547,0.014756944443803953,0.028211805554331087,0.03906249999830458,0.01996527777691123,0.004774305555348338,0.01779513888811653,0.026041666665536388,0.04210069444261716,0.014322916666045014,0.008246527777419856,0.01605902777708077,0.010416666666214556,0.02083333333242911,0.036892361109509886,0.01779513888811653,0.0034722222220715184,0.002604166666553639,0.004340277777589398,0.014322916666045014,0.011718749999491374,0.016927083332598652,0.015624999999321832,0.003906249999830458,0.0034722222220715184,0.009982638888455615,0.02126736111018805,0.04079861110934034,0.010416666666214556,0.005208333333107278,0.0008680555555178796,0.013020833332768194,0.02256944444346487,0.009548611110696676,0.005208333333107278,0.010416666666214556,0.028645833332090028,0.010416666666214556,0.002170138888794699,0.0013020833332768194,0.013020833332768194,0.0013020833332768194,0.006076388888625157,0.004340277777589398,0.0013020833332768194,0.009114583332937735,0.02473958333225957,0.08029513888540386,anger
0.07335069444126083,0.02473958333225957,0.006510416666384097,0.014322916666045014,0.02083333333242911,0.008246527777419856,0.01779513888811653,0.0056423611108662175,0.011284722221732435,0.02387152777674169,0.05164930555331384,0.014322916666045014,0.014322916666045014,0.027777777776572147,0.03645833333175094,0.019097222221393352,0.004340277777589398,0.01996527777691123,0.026909722221054266,0.03906249999830458,0.013020833332768194,0.005208333333107278,0.015624999999321832,0.011284722221732435,0.01822916666587547,0.0425347222203761,0.016493055554839712,0.0056423611108662175,0.002170138888794699,0.004340277777589398,0.014322916666045014,0.012152777777250314,0.01953124999915229,0.011718749999491374,0.003906249999830458,0.0056423611108662175,0.011284722221732435,0.02126736111018805,0.040364583331581404,0.009548611110696676,0.006944444444143037,0.0008680555555178796,0.011718749999491374,0.02300347222122381,0.011284722221732435,0.004340277777589398,0.011284722221732435,0.030815972220884724,0.010416666666214556,0.0030381944443125786,0.0017361111110357592,0.014322916666045014,0.0017361111110357592,0.004340277777589398,0.003906249999830458,0.0013020833332768194,0.0073784722219019765,0.025607638887777447,0.08116319444092174,anger
0.07595486110781446,0.016493055554839712,0.009982638888455615,0.01953124999915229,0.027777777776572147,0.014322916666045014,0.02170138888794699,0.0056423611108662175,0.010416666666214556,0.03428819444295624,0.03776041666502776,0.02213541666570593,0.01953124999915229,0.029947916665366846,0.06684027777487672,0.02387152777674169,0.007812499999660916,0.009114583332937735,0.01822916666587547,0.029079861109848965,0.016493055554839712,0.0073784722219019765,0.02039930555467017,0.008246527777419856,0.013454861110527133,0.029079861109848965,0.010416666666214556,0.006510416666384097,0.0017361111110357592,0.003906249999830458,0.009114583332937735,0.01953124999915229,0.027777777776572147,0.015190972221562894,0.003906249999830458,0.009548611110696676,0.005208333333107278,0.011718749999491374,0.02647569444329533,0.014322916666045014,0.004340277777589398,0.0017361111110357592,0.006944444444143037,0.01822916666587547,0.007812499999660916,0.004340277777589398,0.010850694443973494,0.02387152777674169,0.009982638888455615,0.0013020833332768194,0.0017361111110357592,0.010416666666214556,0.0034722222220715184,0.004340277777589398,0.004774305555348338,0.002170138888794699,0.007812499999660916,0.028645833332090028,0.08637152777402902,anger
0.0785590277743681,0.01953124999915229,0.006510416666384097,0.01779513888811653,0.025607638887777447,0.01822916666587547,0.02170138888794699,0.006944444444143037,0.009982638888455615,0.03428819444295624,0.04166666666485822,0.02170138888794699,0.01822916666587547,0.028211805554331087,0.05946180555297475,0.02256944444346487,0.003906249999830458,0.010850694443973494,0.013020833332768194,0.031249999998643665,0.02300347222122381,0.008680555555178797,0.019097222221393352,0.009982638888455615,0.013020833332768194,0.027343749998813206,0.011718749999491374,0.004340277777589398,0.0013020833332768194,0.004774305555348338,0.009548611110696676,0.01866319444363441,0.027777777776572147,0.016927083332598652,0.003906249999830458,0.007812499999660916,0.004774305555348338,0.009548611110696676,0.026909722221054266,0.012152777777250314,0.003906249999830458,0.002604166666553639,0.006510416666384097,0.02083333333242911,0.007812499999660916,0.0030381944443125786,0.008680555555178797,0.02473958333225957,0.007812499999660916,0.0013020833332768194,0.0004340277777589398,0.009982638888455615,0.002604166666553639,0.006944444444143037,0.003906249999830458,0.0017361111110357592,0.010416666666214556,0.029513888887607906,0.0959201388847257,anger
0.07508680555229659,0.017361111110357593,0.009114583332937735,0.01822916666587547,0.026909722221054266,0.016493055554839712,0.02083333333242911,0.008246527777419856,0.010850694443973494,0.03342013888743836,0.03949652777606352,0.01996527777691123,0.016493055554839712,0.027343749998813206,0.06119791666401051,0.02300347222122381,0.008246527777419856,0.011284722221732435,0.019097222221393352,0.030381944443125787,0.015624999999321832,0.008680555555178797,0.01953124999915229,0.010850694443973494,0.013020833332768194,0.029513888887607906,0.011718749999491374,0.006510416666384097,0.0013020833332768194,0.005208333333107278,0.007812499999660916,0.01779513888811653,0.027777777776572147,0.016493055554839712,0.004340277777589398,0.007812499999660916,0.004774305555348338,0.009982638888455615,0.030381944443125787,0.010850694443973494,0.004340277777589398,0.003906249999830458,0.009114583332937735,0.01779513888811653,0.006076388888625157,0.002604166666553639,0.009114583332937735,0.02213541666570593,0.007812499999660916,0.002604166666553639,0.0008680555555178796,0.008680555555178797,0.0030381944443125786,0.006510416666384097,0.004340277777589398,0.0034722222220715184,0.009982638888455615,0.029513888887607906,0.09505208332920781,anger
0.07378472221901977,0.013454861110527133,0.004774305555348338,0.01605902777708077,0.013454861110527133,0.013020833332768194,0.02473958333225957,0.0056423611108662175,0.009548611110696676,0.02473958333225957,0.03906249999830458,0.015190972221562894,0.016927083332598652,0.03342013888743836,0.03732638888726882,0.012586805555009253,0.004774305555348338,0.015190972221562894,0.026909722221054266,0.04730902777572444,0.009548611110696676,0.005208333333107278,0.012152777777250314,0.012586805555009253,0.02170138888794699,0.03515624999847412,0.01605902777708077,0.0056423611108662175,0.002170138888794699,0.003906249999830458,0.008680555555178797,0.029079861109848965,0.033854166665197305,0.009548611110696676,0.0030381944443125786,0.003906249999830458,0.012152777777250314,0.02170138888794699,0.04383680555365292,0.012152777777250314,0.0056423611108662175,0.0013020833332768194,0.008246527777419856,0.02170138888794699,0.008680555555178797,0.004774305555348338,0.009982638888455615,0.025607638887777447,0.009982638888455615,0.004340277777589398,0.0013020833332768194,0.013888888888286073,0.002604166666553639,0.002604166666553639,0.006944444444143037,0.002170138888794699,0.009982638888455615,0.03645833333175094,0.07378472221901977,anger
